,Questions,Category0,Category1,Category2
2952,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",ENTITY,ENTY,cremat
2953,Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,HUMAN,HUM,ind
2954,How is digital audio used ?,DESCRIPTION,DESC,manner
2955,What is AFS ?,ABBREVIATION,ABBR,exp
2956,Who was Quetzalcoatl ?,HUMAN,HUM,desc
2957,What operating system do IBM-compatible machines use ?,ENTITY,ENTY,product
2958,What French leader sold Louisiana to the United States ?,HUMAN,HUM,ind
2959,"What bay sparkles next to Miami , Florida ?",LOCATION,LOC,other
2960,How many miles of veins are in the circulatory system ?,NUMERIC,NUM,count
2961,What famed river flows through Bagdad ?,LOCATION,LOC,other
2962,How is bubble wrap made ?,DESCRIPTION,DESC,manner
2963,What is Java ?,DESCRIPTION,DESC,def
2964,Who is the prime minister of Japan ?,HUMAN,HUM,ind
2965,What player squats an average of 3 times during a baseball doubleheader ?,HUMAN,HUM,ind
2966,What 's the most common name in nursery rhymes ?,HUMAN,HUM,ind
2967,How many `` No '' answers was the What 's My Line ? panel allowed ?,NUMERIC,NUM,count
2968,What is the fine for having a dog on a beach ?,NUMERIC,NUM,money
2969,"Who wrote the book , `` Song of Solomon '' ?",HUMAN,HUM,ind
2970,"Where can one find information on religion and health , the brain and nutrition ?",LOCATION,LOC,other
2971,Name the Ranger who was always after Yogi Bear .,HUMAN,HUM,ind
2972,What TV show did John Sebastian sing the theme for ?,ENTITY,ENTY,cremat
2973,Who is the president of the Spanish government ?,HUMAN,HUM,ind
2974,Who holds the career record for the most major league home runs ?,HUMAN,HUM,ind
2975,Which of the following actors worked in New York 's Yiddish Theater ?,HUMAN,HUM,ind
2976,Who invented the stethoscope ?,HUMAN,HUM,ind
2977,What is a mathematical factor ?,DESCRIPTION,DESC,def
2978,How many four star generals were there and who are they ?,NUMERIC,NUM,count
2979,When did Nixon die ?,NUMERIC,NUM,date
2980,What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,ENTITY,ENTY,termeq
2981,What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,HUMAN,HUM,ind
2982,How many members are in the California congressional delegation ?,NUMERIC,NUM,count
2983,What erupts every hour at Yellowstone National Park ?,LOCATION,LOC,other
2984,What country contains the highest point in South America ?,LOCATION,LOC,country
2985,What are Arnold Palmer 's fans called ?,HUMAN,HUM,ind
2986,Who retired with 755 home runs to his credit ?,HUMAN,HUM,ind
2987,What constellation represents a hunter with club and shield ?,LOCATION,LOC,other
2988,Who developed potlatch ?,HUMAN,HUM,ind
2989,How long did Shea and Gould practice law in Los Angeles ?,NUMERIC,NUM,period
2990,What 's a perfect score in a gymnastics exercise ?,NUMERIC,NUM,other
2991,"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",HUMAN,HUM,gr
2992,What made Jane Goodall famous ?,DESCRIPTION,DESC,reason
2993,At what age did Rossini stop writing opera ?,NUMERIC,NUM,period
2994,What Russian seaport has a name meaning `` Lord of the East '' ?,LOCATION,LOC,city
2995,Name the two actress daughters of John Mills .,HUMAN,HUM,ind
2996,How old was Gene Siskel ?,NUMERIC,NUM,period
2997,What can be done about snoring ?,DESCRIPTION,DESC,desc
2998,What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,LOCATION,LOC,mount
2999,Who is the actress Bette Davis once said she wished she looked like ?,HUMAN,HUM,ind
3000,Who portrayed The Cowardly Lion in The Wizard of Oz ?,HUMAN,HUM,ind
3001,What does a chiropodist treat ?,ENTITY,ENTY,dismed
3002,What is porphyria ?,DESCRIPTION,DESC,def
3003,What gate opened on East and West Berlin ?,LOCATION,LOC,other
3004,Who was the first king of England ?,HUMAN,HUM,ind
3005,What made the Finger Lakes in western New York state ?,DESCRIPTION,DESC,reason
3006,In what movie is the number nine found in the title ?,ENTITY,ENTY,cremat
3007,How many calories are there in soy sauce ?,NUMERIC,NUM,count
3008,Who killed Kurt Cobain ?,HUMAN,HUM,ind
3009,Who created the monster in Mary Shelley 's novel Frankenstein ?,HUMAN,HUM,ind
3010,What 's the farthest planet from the sun ?,LOCATION,LOC,other
3011,Why does the sun shine only a short time in Alaska ?,DESCRIPTION,DESC,reason
3012,What chemical in red wine is good for the heart and what exactly does it do to your body ?,ENTITY,ENTY,dismed
3013,How does blood clot ?,DESCRIPTION,DESC,manner
3014,How big is our galaxy in diameter ?,NUMERIC,NUM,volsize
3015,"What product `` doubles your pleasure , doubles your fun '' ?",ENTITY,ENTY,product
3016,When is a woman most fertile ?,NUMERIC,NUM,date
3017,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,HUMAN,HUM,ind
3018,Who was the first man to return to space ?,HUMAN,HUM,ind
3019,What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,ENTITY,ENTY,product
3020,Who gave Abbie Hoffman his first dose of LSD ?,HUMAN,HUM,ind
3021,What effect does friction have on perpetual motion ?,DESCRIPTION,DESC,desc
3022,What did the Seven Dwarfs do for a living ?,HUMAN,HUM,title
3023,What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,HUMAN,HUM,ind
3024,Who shot Billy the Kid ?,HUMAN,HUM,ind
3025,What is he doing now ?,DESCRIPTION,DESC,desc
3026,What Mormon leader was said to have had 27 wives ?,HUMAN,HUM,ind
3027,What video format was an alternative to VHS ?,ENTITY,ENTY,other
3028,Where did the term `` 69 '' come from ?,DESCRIPTION,DESC,desc
3029,What is money made of ?,ENTITY,ENTY,substance
3030,What 's the name of a hotel in Indianapolis ?,LOCATION,LOC,other
3031,How many people in Tucson ?,NUMERIC,NUM,count
3032,Where is Melbourne ?,LOCATION,LOC,other
3033,With whom did Bush compare Saddam Hussein ?,HUMAN,HUM,ind
3034,What country was Mikhail Gorbachev the leader of ?,LOCATION,LOC,country
3035,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",NUMERIC,NUM,weight
3036,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,HUMAN,HUM,ind
3037,What is the largest county in size in Massachusetts ?,LOCATION,LOC,other
3038,What is the name of the brilliant British economist behind its creation ?,HUMAN,HUM,ind
3039,Who played Sally Rogers on The Dick Van Dyke Show ?,HUMAN,HUM,ind
3040,What is it like to experience a near death episode ?,DESCRIPTION,DESC,desc
3041,What mythical figure carries an hourglass and a scythe ?,HUMAN,HUM,ind
3042,How much is a Canadian 1967 twenty dollar gold coin worth ?,NUMERIC,NUM,money
3043,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,DESCRIPTION,DESC,reason
3044,What natural attractions draw the most visitors in the United States ?,LOCATION,LOC,other
3045,What presidential administration challenged Americans to explore The New Frontier ?,HUMAN,HUM,gr
3046,How many years did Sleeping Beauty sleep ?,NUMERIC,NUM,count
3047,How long does it take for your body to restore blood after you donate your blood ?,NUMERIC,NUM,period
3048,How do I know someone is truly in love with me ?,DESCRIPTION,DESC,manner
3049,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,ENTITY,ENTY,food
3050,What is literary criticism ?,DESCRIPTION,DESC,def
3051,How do you throw a housewarming party ?,DESCRIPTION,DESC,manner
3052,What international sport was originally called hurley ?,ENTITY,ENTY,sport
3053,What river runs through Liverpool ?,LOCATION,LOC,other
3054,What famous British actor lost his voice after an operation in 1966 ?,HUMAN,HUM,ind
3055,What does the term 3 mean to a newspaper editor ?,DESCRIPTION,DESC,def
3056,What company makes impulse hardening equipment ?,HUMAN,HUM,gr
3057,What country was Kim Philby really working for ?,LOCATION,LOC,country
3058,What does Freddy Freeman say to become Captain Marvel Jr. ?,DESCRIPTION,DESC,desc
3059,What country was Hitler the chancellor of ?,LOCATION,LOC,country
3060,What is Rona Barrett 's married name ?,HUMAN,HUM,ind
3061,How many years make up a lustrum ?,NUMERIC,NUM,count
3062,What are close encounters of the first and second kind ?,ENTITY,ENTY,other
3063,Who is the mathematician that won the Noble Prize for Literature in 1950 ?,HUMAN,HUM,ind
3064,Which glamorous actress is a close friend of Dick Tracy ?,HUMAN,HUM,ind
3065,What 1956 Grace Metalious novel was on the best-seller list for two years ?,ENTITY,ENTY,cremat
3066,Name the three races unleashed by the Celestials in Marvel comics .,HUMAN,HUM,gr
3067,How old is the Italian artist Maurizio Pellegrin ?,NUMERIC,NUM,period
3068,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",HUMAN,HUM,ind
3069,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,DESCRIPTION,DESC,desc
3070,What North American city would you visit to see Cleopatra 's Needle ?,LOCATION,LOC,city
3071,When was the NFL established ?,NUMERIC,NUM,date
3072,Where can I find an Ask An Expert site ?,LOCATION,LOC,other
3073,What writer-journalist made his mark describing colorful Broadway and underworld characters ?,HUMAN,HUM,ind
3074,What U.S. state has the lowest highest elevation at 6 feet ?,LOCATION,LOC,state
3075,What are the residents of the island of Lesbos called ?,HUMAN,HUM,gr
3076,What is the organizational structure of the New Delhi Indira Gandhi airport ?,ENTITY,ENTY,other
3077,"At Christmas time , what is the traditional thing to do under the mistletoe ?",ENTITY,ENTY,other
3078,What baseball great plugged Mr. Coffee ?,HUMAN,HUM,ind
3079,What international amateur sports spectacle was first telecast in 1956 ?,ENTITY,ENTY,sport
3080,What is the origin of the word `` amen '' ?,DESCRIPTION,DESC,desc
3081,Who 's baby was Sweet Pea on the Popeye cartoon ?,HUMAN,HUM,ind
3082,Where is Mile High Stadium ?,LOCATION,LOC,other
3083,"What were Baffin , Frobisher and Franklin looking for ?",ENTITY,ENTY,other
3084,What is limbo ?,DESCRIPTION,DESC,def
3085,What city contains the district of Hell 's Kitchen ?,LOCATION,LOC,city
3086,What interesting method was used to run the credits in the early Popeye cartoons ?,ENTITY,ENTY,techmeth
3087,What are the stars made of ?,ENTITY,ENTY,substance
3088,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",HUMAN,HUM,ind
3089,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",HUMAN,HUM,ind
3090,How fast must a spacecraft travel to escape Earth 's gravity ?,NUMERIC,NUM,speed
3091,What apostle is Taylor Caldwell 's Great Lion of God ?,HUMAN,HUM,ind
3092,How many rings are there on a five-zone archery target ?,NUMERIC,NUM,count
3093,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",ENTITY,ENTY,dismed
3094,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",ENTITY,ENTY,substance
3095,What is a tonne ?,DESCRIPTION,DESC,def
3096,Which one of the Great Lakes is entirely within U.S. territory ?,LOCATION,LOC,other
3097,What is DEET ?,ABBREVIATION,ABBR,exp
3098,What company sells the most greeting cards ?,HUMAN,HUM,gr
3099,What U.S. state has sagebrush as its state flower ?,LOCATION,LOC,state
3100,What is the Bernoulli Principle ?,DESCRIPTION,DESC,def
3101,What 's comic strip photographer Peter Parker 's secret identity ?,HUMAN,HUM,ind
3102,What is difference between a poster and a print ?,DESCRIPTION,DESC,desc
3103,In which sport is there a `` scrum '' ?,ENTITY,ENTY,sport
3104,What are the best ways to improve employee morale at low cost ?,ENTITY,ENTY,techmeth
3105,What nationality is Pope John Paul II ?,LOCATION,LOC,country
3106,What is false consciousness ?,DESCRIPTION,DESC,def
3107,How did the Great Depression affect Japan 's history ?,DESCRIPTION,DESC,manner
3108,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,ENTITY,ENTY,other
3109,Where are some great educational resources for parents and teachers ?,LOCATION,LOC,other
3110,How many Israeli athletes were killed at the Munich Olympics ?,NUMERIC,NUM,count
3111,What is the Scotch `` for people who know the difference '' ?,ENTITY,ENTY,termeq
3112,When was Richard Nixon born ?,NUMERIC,NUM,date
3113,What New York City landmark has 168 steps to its crown ?,LOCATION,LOC,other
3114,Where is the Bulls basketball team based ?,LOCATION,LOC,other
3115,What is the recomended age to switch a child from a crib to a bed ?,NUMERIC,NUM,period
3116,Which Rockefeller was sometimes called `` JDR3 '' ?,HUMAN,HUM,ind
3117,When is the Sun closest to the Earth ?,NUMERIC,NUM,date
3118,What are some chemical properties of mendelevium ?,DESCRIPTION,DESC,desc
3119,What is the average hours per months spent online by AOL users ?,NUMERIC,NUM,count
3120,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,HUMAN,HUM,ind
3121,What is the origin of the word `` sideburns '' ?,DESCRIPTION,DESC,desc
3122,The trials resulting from World War II are known as what ?,ENTITY,ENTY,event
3123,What started in 1849 when gold was discovered at Sutter 's Mill ?,ENTITY,ENTY,event
3124,What is a First World country ?,DESCRIPTION,DESC,def
3125,Who was Shakespeare 's Moorish general ?,HUMAN,HUM,ind
3126,What 's the second-highest mountain in the world ?,LOCATION,LOC,mount
3127,What country was Erich Honecker the leader of ?,LOCATION,LOC,country
3128,How does salt melt ice and snow ?,DESCRIPTION,DESC,manner
3129,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",LOCATION,LOC,city
3130,What does laser stand for ?,DESCRIPTION,DESC,def
3131,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,HUMAN,HUM,ind
3132,Where did Wile E. Coyote always get his devices ?,LOCATION,LOC,other
3133,How far away is the moon ?,NUMERIC,NUM,dist
3134,What famous film and TV cowboy lent his name to a fast food chain ?,HUMAN,HUM,ind
3135,What is mandibulofacial dysostosis ?,DESCRIPTION,DESC,def
3136,What was the reason for the partition of the Anglican and Vatican churches ?,DESCRIPTION,DESC,reason
3137,What is Butterfield 8 in Butterfield 8 ?,DESCRIPTION,DESC,def
3138,Who famously rode to warn the people of Massachusetts that the British were coming ?,HUMAN,HUM,ind
3139,What is DTMF ?,ABBREVIATION,ABBR,exp
3140,"Name a movie that the actress , Sandra Bullock , had a role in .",ENTITY,ENTY,cremat
3141,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",ENTITY,ENTY,other
3142,Who commanded the French forces at the Battle of Orleans ?,HUMAN,HUM,ind
3143,Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,LOCATION,LOC,other
3144,What countries does the Mont Blanc Tunnel join ?,LOCATION,LOC,country
3145,What ill-fated craft was captained by Ernst Lehmann ?,ENTITY,ENTY,veh
3146,When did Amtrak begin operations ?,NUMERIC,NUM,date
3147,How many bones are in the human hand ?,NUMERIC,NUM,count
3148,How many chemical elements are there ?,NUMERIC,NUM,count
3149,What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,LOCATION,LOC,state
3150,What are the three most populated countries in the world ?,LOCATION,LOC,country
3151,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,HUMAN,HUM,ind
3152,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",NUMERIC,NUM,count
3153,What is the youngest age a boy or girl can have an orgasm ?,NUMERIC,NUM,period
3154,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,ENTITY,ENTY,color
3155,What is the origin of the candy cane at Christmas ?,DESCRIPTION,DESC,desc
